CountyState,state,FIPS,county,county_seat,population_2010,Land Area (km²),Land Area (mi²),Water Area (km²),Water Area (mi²),Total Area (km²),Total Area (mi²),latitude,longitude
Jasper County IL,IL,17079.0,Jasper,Newton,"9,698","1,280.77",494.51,9.349,3.61,"1,290.12",498.12,39.004874,-88.150763
Jefferson County IL,IL,17081.0,Jefferson,Mount Vernon,"38,827","1,479.32",571.169,32.674,12.615,"1,511.99",583.784,38.30078,-88.92421
Jersey County IL,IL,17083.0,Jersey,Jerseyville,"22,985",956.408,369.271,20.349,7.857,976.757,377.128,39.080192,-90.361365
Jo Daviess County IL,IL,17085.0,Jo Daviess,Galena,"22,678","1,556.81",601.087,45.69,17.641,"1,602.50",618.728,42.362391,-90.211471
Johnson County IL,IL,17087.0,Johnson,Vienna,"12,582",890.736,343.915,12.817,4.949,903.552,348.864,37.460815,-88.882962
Kane County IL,IL,17089.0,Kane,Geneva,"515,269","1,346.94",520.058,10.731,4.143,"1,357.67",524.201,41.939594,-88.42804
Kankakee County IL,IL,17091.0,Kankakee,Kankakee,"113,449","1,752.27",676.556,12.452,4.808,"1,764.72",681.364,41.139494,-87.861125
Kendall County IL,IL,17093.0,Kendall,Yorkville,"114,736",829.665,320.335,5.141,1.985,834.805,322.32,41.58814,-88.430626
Knox County IL,IL,17095.0,Knox,Galesburg,"52,919","1,855.45",716.395,8.849,3.417,"1,864.30",719.812,40.930941,-90.213761
Lake County IL,IL,17097.0,Lake,Ottawa,"703,462","1,149.10",443.67,"2,395.24",924.809,"3,544.34","1,368.48",42.326444,-87.436118
La Salle County IL,IL,17099.0,La Salle,Waukegan,"113,924","2,939.96","1,135.12",33.701,13.012,"2,973.66","1,148.14",41.343341,-88.885931
Lawrence County IL,IL,17101.0,Lawrence,Lawrenceville,"16,833",963.937,372.178,5.078,1.961,969.015,374.139,38.718954,-87.730221
Lee County IL,IL,17103.0,Lee,Dixon,"36,031","1,877.47",724.896,10.506,4.057,"1,887.98",728.953,41.747442,-89.299351
Livingston County IL,IL,17105.0,Livingston,Pontiac,"38,950","2,704.69","1,044.29",4.253,1.642,"2,708.94","1,045.93",40.894376,-88.552852
Logan County IL,IL,17107.0,Logan,Lincoln,"30,305","1,600.77",618.059,2.247,0.868,"1,603.01",618.927,40.12907,-89.365308
McDonough County IL,IL,17109.0,McDonough,Decatur,"32,612","1,526.56",589.407,2.013,0.777,"1,528.57",590.184,40.455789,-90.677579
McHenry County IL,IL,17111.0,McHenry,Woodstock,"308,760","1,562.21",603.171,19.792,7.642,"1,582.00",610.813,42.324298,-88.452245
McLean County IL,IL,17113.0,McLean,Edwardsville,"169,572","3,064.93","1,183.38",7.491,2.892,"3,072.42","1,186.27",40.494559,-88.844539
Macon County IL,IL,17115.0,Macon,Salem,"110,768","1,503.98",580.689,13.406,5.176,"1,517.38",585.865,39.860237,-88.961529
Macoupin County IL,IL,17117.0,Macoupin,Lacon,"47,765","2,234.92",862.906,12.287,4.744,"2,247.21",867.65,39.2659,-89.926344
Madison County IL,IL,17119.0,Madison,Havana,"269,282","1,853.35",715.582,64.697,24.98,"1,918.05",740.562,38.827082,-89.900195
Marion County IL,IL,17121.0,Marion,Metropolis,"39,437","1,482.41",572.363,9.513,3.673,"1,491.93",576.036,38.648396,-88.920221
Marshall County IL,IL,17123.0,Marshall,Macomb,"12,640","1,001.78",386.789,30.368,11.725,"1,032.15",398.514,41.031119,-89.342371
Mason County IL,IL,17125.0,Mason,Woodstock,"14,666","1,396.62",539.238,62.745,24.226,"1,459.36",563.464,40.236993,-89.913575
Massac County IL,IL,17127.0,Massac,Bloomington,"15,429",614.391,237.218,11.905,4.596,626.295,241.814,37.216119,-88.705658
Menard County IL,IL,17129.0,Menard,Petersburg,"12,705",814.388,314.437,2.642,1.02,817.03,315.457,40.022569,-89.794133
Mercer County IL,IL,17131.0,Mercer,Aledo,"16,434","1,453.51",561.202,19.403,7.492,"1,472.91",568.694,41.204791,-90.741433
Monroe County IL,IL,17133.0,Monroe,Waterloo,"32,957",997.173,385.011,33.734,13.025,"1,030.91",398.036,38.277983,-90.179078
Montgomery County IL,IL,17135.0,Montgomery,Hillsboro,"30,104","1,822.54",703.687,15.513,5.99,"1,838.05",709.677,39.228092,-89.478007
Morgan County IL,IL,17137.0,Morgan,Jacksonville,"35,547","1,473.16",568.791,9.079,3.506,"1,482.24",572.297,39.716806,-90.202277
Moultrie County IL,IL,17139.0,Moultrie,Sullivan,"14,846",870.089,335.943,22.102,8.534,892.191,344.477,39.636896,-88.625726
Ogle County IL,IL,17141.0,Ogle,Oregon,"53,497","1,964.70",758.574,11.425,4.411,"1,976.12",762.985,42.041884,-89.320176
Peoria County IL,IL,17143.0,Peoria,Peoria,"186,494","1,603.75",619.209,29.499,11.39,"1,633.24",630.599,40.785999,-89.767358
Perry County IL,IL,17145.0,Perry,Pinckneyville,"22,350","1,144.16",441.761,13.447,5.192,"1,157.60",446.953,38.084385,-89.368487
Piatt County IL,IL,17147.0,Piatt,Monticello,"16,729","1,137.53",439.202,0.673,0.26,"1,138.20",439.462,40.009056,-88.592328
Pike County IL,IL,17149.0,Pike,Pittsfield,"16,430","2,153.27",831.381,45.333,17.503,"2,198.60",848.884,39.625106,-90.889034
Pope County IL,IL,17151.0,Pope,Golconda,"4,470",955.11,368.77,14.329,5.532,969.439,374.302,37.417169,-88.542374
Pulaski County IL,IL,17153.0,Pulaski,Mound City,"6,161",515.886,199.185,10.475,4.044,526.361,203.229,37.215615,-89.127755
Putnam County IL,IL,17155.0,Putnam,Hennepin,"6,006",414.814,160.161,31.243,12.063,446.057,172.224,41.19894,-89.298386
Randolph County IL,IL,17157.0,Randolph,Chester,"33,476","1,490.54",575.5,56.216,21.705,"1,546.75",597.205,38.056515,-89.82121
Richland County IL,IL,17159.0,Richland,Olney,"16,233",932.371,359.99,4.937,1.906,937.308,361.896,38.71155,-88.085698
Rock Island County IL,IL,17161.0,Rock Island,Rock Island,"147,546","1,107.57",427.636,61.257,23.652,"1,168.83",451.288,41.468404,-90.572203
St. Clair County IL,IL,17163.0,St. Clair,Harrisburg,"270,056","1,703.59",657.759,42.15,16.274,"1,745.74",674.033,38.470198,-89.928546
Saline County IL,IL,17165.0,Saline,Springfield,"24,913",983.726,379.819,18.029,6.961,"1,001.76",386.78,37.751653,-88.545031
Sangamon County IL,IL,17167.0,Sangamon,Rushville,"197,465","2,248.89",868.302,22.577,8.717,"2,271.47",877.019,39.756378,-89.662311
Schuyler County IL,IL,17169.0,Schuyler,Winchester,"7,544","1,132.53",437.273,10.512,4.059,"1,143.04",441.332,40.156905,-90.613464
Scott County IL,IL,17171.0,Scott,Shelbyville,"5,355",649.861,250.913,4.813,1.858,654.674,252.771,39.63698,-90.477759
Shelby County IL,IL,17173.0,Shelby,Belleville,"22,363","1,964.57",758.523,24.726,9.547,"1,989.29",768.07,39.384926,-88.798862
Stark County IL,IL,17175.0,Stark,Toulon,"5,994",746.122,288.079,0.709,0.274,746.83,288.353,41.096908,-89.797411
Stephenson County IL,IL,17177.0,Stephenson,Freeport,"47,711","1,462.11",564.523,1.386,0.535,"1,463.49",565.058,42.349726,-89.665994
Tazewell County IL,IL,17179.0,Tazewell,Pekin,"135,394","1,680.84",648.974,23.211,8.962,"1,704.05",657.936,40.508074,-89.51626
Union County IL,IL,17181.0,Union,Jonesboro,"17,808","1,070.85",413.459,22.504,8.689,"1,093.36",422.148,37.475104,-89.252875
Vermilion County IL,IL,17183.0,Vermilion,Danville,"81,625","2,326.76",898.368,7.534,2.909,"2,334.30",901.277,40.18674,-87.726772
Wabash County IL,IL,17185.0,Wabash,Mount Carmel,"11,947",578.219,223.252,11.018,4.254,589.237,227.506,38.445821,-87.839167
Warren County IL,IL,17187.0,Warren,Monmouth,"17,707","1,404.82",542.405,1.674,0.646,"1,406.50",543.051,40.850441,-90.620223
Washington County IL,IL,17189.0,Washington,Nashville,"14,716","1,457.06",562.572,3.455,1.334,"1,460.51",563.906,38.353141,-89.417187
Wayne County IL,IL,17191.0,Wayne,Fairfield,"16,760","1,848.77",713.814,4.331,1.672,"1,853.10",715.486,38.431948,-88.432129
White County IL,IL,17193.0,White,Carmi,"14,665","1,281.44",494.766,18.375,7.095,"1,299.81",501.861,38.087372,-88.178585
Whiteside County IL,IL,17195.0,Whiteside,Morrison,"58,498","1,772.20",684.25,31.796,12.277,"1,804.00",696.527,41.750571,-89.910957
Will County IL,IL,17197.0,Will,Joliet,"677,560","2,167.58",836.908,31.904,12.318,"2,199.49",849.226,41.448474,-87.978456
Williamson County IL,IL,17199.0,Williamson,Marion,"66,357","1,088.18",420.149,62.684,24.203,"1,150.87",444.352,37.730353,-88.930018
Winnebago County IL,IL,17201.0,Winnebago,Rockford,"295,266","1,329.60",513.362,15.25,5.888,"1,344.85",519.25,42.337396,-89.161205
Woodford County IL,IL,17203.0,Woodford,Eureka,"38,664","1,366.99",527.799,38.442,14.843,"1,405.44",542.642,40.789596,-89.210301
Adams County IN,IN,18001.0,Adams,Decatur,"34,387",878.079,339.028,2.43,0.938,880.51,339.966,40.745733,-84.936131
Allen County IN,IN,18003.0,Allen,Fort Wayne,"355,329","1,702.42",657.308,7.029,2.714,"1,709.45",660.022,41.091855,-85.07223
Bartholomew County IN,IN,18005.0,Bartholomew,Columbus,"76,794","1,053.89",406.908,6.778,2.617,"1,060.67",409.525,39.205843,-85.897999
Benton County IN,IN,18007.0,Benton,Fowler,"8,854","1,052.62",406.418,0.236,0.091,"1,052.85",406.509,40.608253,-87.315479
Blackford County IN,IN,18009.0,Blackford,Hartford City,"12,766",427.555,165.08,1.304,0.503,428.858,165.583,40.472672,-85.32373
Boone County IN,IN,18011.0,Boone,Lebanon,"56,640","1,095.34",422.913,0.878,0.339,"1,096.22",423.252,40.050892,-86.469014
Brown County IN,IN,18013.0,Brown,Nashville,"15,242",808.027,311.981,12.043,4.65,820.07,316.631,39.192585,-86.23941
Carroll County IN,IN,18015.0,Carroll,Delphi,"20,155",964.056,372.224,7.238,2.795,971.294,375.019,40.58498,-86.565141
Cass County IN,IN,18017.0,Cass,Logansport,"38,966","1,067.48",412.155,6.974,2.693,"1,074.45",414.848,40.753799,-86.355169
Clark County IN,IN,18019.0,Clark,Jeffersonville,"110,232",965.691,372.855,9.313,3.596,975.004,376.451,38.476217,-85.711122
Clay County IN,IN,18021.0,Clay,Brazil,"26,890",926.029,357.542,7.199,2.78,933.228,360.322,39.393951,-87.115837
Clinton County IN,IN,18023.0,Clinton,Frankfort,"33,224","1,049.13",405.07,0.461,0.178,"1,049.59",405.248,40.305944,-86.477567
Crawford County IN,IN,18025.0,Crawford,English,"10,713",791.611,305.643,7.966,3.076,799.577,308.719,38.289433,-86.440871
Daviess County IN,IN,18027.0,Daviess,Washington,"31,648","1,112.37",429.487,19.133,7.387,"1,131.50",436.874,38.696155,-87.076988
Dearborn County IN,IN,18029.0,Dearborn,Lawrenceburg,"50,047",790.033,305.034,6.169,2.382,796.202,307.416,39.151491,-84.97346
Decatur County IN,IN,18031.0,Decatur,Greensburg,"25,740",964.946,372.568,1.955,0.755,966.902,373.323,39.30598,-85.499831
DeKalb County IN,IN,18033.0,DeKalb,Auburn,"42,223",939.711,362.824,2.657,1.026,942.368,363.85,41.401189,-85.000185
Delaware County IN,IN,18035.0,Delaware,Muncie,"117,671","1,015.60",392.124,9.804,3.785,"1,025.40",395.909,40.227165,-85.398856
Dubois County IN,IN,18037.0,Dubois,Jasper,"41,889","1,106.62",427.269,20.887,8.064,"1,127.51",435.333,38.373344,-86.873385
Elkhart County IN,IN,18039.0,Elkhart,Goshen,"197,559","1,199.61",463.17,12.432,4.8,"1,212.04",467.97,41.600693,-85.863986
Fayette County IN,IN,18041.0,Fayette,Connersville,"24,277",556.884,215.014,0.384,0.148,557.268,215.162,39.639655,-85.185032
Floyd County IN,IN,18043.0,Floyd,New Albany,"74,578",383.149,147.935,2.649,1.023,385.798,148.958,38.317937,-85.911474
Fountain County IN,IN,18045.0,Fountain,Covington,"17,240","1,024.74",395.656,5.76,2.224,"1,030.50",397.88,40.121282,-87.234806
Franklin County IN,IN,18047.0,Franklin,Brookville,"23,087",995.669,384.43,17.146,6.62,"1,012.81",391.05,39.409762,-85.066964
Fulton County IN,IN,18049.0,Fulton,Rochester,"20,836",954.121,368.388,7.451,2.877,961.573,371.265,41.050384,-86.265006
Gibson County IN,IN,18051.0,Gibson,Princeton,"33,503","1,262.58",487.486,30.248,11.679,"1,292.83",499.165,38.317413,-87.580566
Grant County IN,IN,18053.0,Grant,Marion,"70,061","1,072.45",414.074,2.133,0.824,"1,074.58",414.898,40.515758,-85.654946
Greene County IN,IN,18055.0,Greene,Bloomfield,"33,165","1,405.06",542.495,8.865,3.423,"1,413.92",545.918,39.0486,-87.005245
Hamilton County IN,IN,18057.0,Hamilton,Noblesville,"274,569","1,021.15",394.267,21.159,8.17,"1,042.31",402.437,40.04987,-86.020586
Hancock County IN,IN,18059.0,Hancock,Greenfield,"70,002",792.578,306.016,2.614,1.009,795.191,307.025,39.822604,-85.772904
Harrison County IN,IN,18061.0,Harrison,Corydon,"39,364","1,254.89",484.516,5.193,2.005,"1,260.08",486.521,38.18644,-86.103681
Hendricks County IN,IN,18063.0,Hendricks,Danville,"145,448","1,053.90",406.911,4.834,1.866,"1,058.73",408.777,39.768749,-86.510287
Henry County IN,IN,18065.0,Henry,New Castle,"49,462","1,014.96",391.876,7.655,2.956,"1,022.61",394.832,39.929576,-85.397338
Howard County IN,IN,18067.0,Howard,Kokomo,"82,752",759.013,293.057,2.24,0.865,761.253,293.922,40.483537,-86.114118
Huntington County IN,IN,18069.0,Huntington,Huntington,"37,124",991.061,382.651,13.135,5.071,"1,004.20",387.722,40.826394,-85.478598
Jackson County IN,IN,18071.0,Jackson,Brownstown,"42,376","1,319.11",509.312,11.917,4.601,"1,331.03",513.913,38.911957,-86.042516
Jasper County IN,IN,18073.0,Jasper,Rensselaer,"33,478","1,449.42",559.625,4.561,1.761,"1,453.98",561.386,41.017688,-87.118814
Jay County IN,IN,18075.0,Jay,Portland,"21,253",994.31,383.905,0.459,0.177,994.769,384.082,40.434972,-85.00338
Jefferson County IN,IN,18077.0,Jefferson,Madison,"32,428",934.029,360.631,5.848,2.258,939.877,362.889,38.783604,-85.44009
Jennings County IN,IN,18079.0,Jennings,Vernon,"28,525",975.346,376.583,4.564,1.762,979.91,378.345,38.996234,-85.628111
Johnson County IN,IN,18081.0,Johnson,Franklin,"139,654",829.903,320.427,3.529,1.363,833.432,321.79,39.495986,-86.0946
Knox County IN,IN,18083.0,Knox,Vincennes,"38,440","1,336.51",516.031,20.755,8.014,"1,357.27",524.045,38.688663,-87.420182
Kosciusko County IN,IN,18085.0,Kosciusko,Warsaw,"77,358","1,376.27",531.381,59.601,23.012,"1,435.87",554.393,41.244293,-85.861575
LaGrange County IN,IN,18087.0,LaGrange,Lagrange,"37,128",983.222,379.624,18.333,7.078,"1,001.56",386.702,41.642468,-85.426302
Lake County IN,IN,18089.0,Lake,Crown Point,"496,005","1,292.30",498.961,330.48,127.599,"1,622.78",626.56,41.472239,-87.374337
LaPorte County IN,IN,18091.0,LaPorte,LaPorte,"111,467","1,549.59",598.299,38.747,14.96,"1,588.34",613.259,41.549011,-86.744729
Lawrence County IN,IN,18093.0,Lawrence,Bedford,"46,134","1,163.34",449.168,7.151,2.761,"1,170.49",451.929,38.839815,-86.48782
Madison County IN,IN,18095.0,Madison,Anderson,"131,636","1,170.46",451.915,2.562,0.989,"1,173.02",452.904,40.166203,-85.722454
Marion County IN,IN,18097.0,Marion,Indianapolis,"903,393","1,026.41",396.298,17.378,6.71,"1,043.79",403.008,39.782976,-86.135794
Marshall County IN,IN,18099.0,Marshall,Plymouth,"47,051","1,148.99",443.629,15.836,6.114,"1,164.83",449.743,41.325003,-86.269036
Martin County IN,IN,18101.0,Martin,Shoals,"10,334",869.555,335.737,12.093,4.669,881.648,340.406,38.705322,-86.801847
Miami County IN,IN,18103.0,Miami,Peru,"36,903",968.247,373.842,9.185,3.546,977.431,377.388,40.772881,-86.044259
Monroe County IN,IN,18105.0,Monroe,Bloomington,"137,974","1,021.77",394.509,43.543,16.812,"1,065.32",411.321,39.160751,-86.523325
Montgomery County IN,IN,18107.0,Montgomery,Crawfordsville,"38,124","1,306.94",504.613,2.155,0.832,"1,309.10",505.445,40.040296,-86.892715
Morgan County IN,IN,18109.0,Morgan,Martinsville,"68,894","1,046.28",403.969,14.137,5.458,"1,060.41",409.427,39.482646,-86.447457
Newton County IN,IN,18111.0,Newton,Kentland,"14,244","1,040.55",401.759,4.35,1.679,"1,044.90",403.438,40.962399,-87.402172
Noble County IN,IN,18113.0,Noble,Albion,"47,536","1,064.08",410.843,17.068,6.59,"1,081.15",417.433,41.400794,-85.41785
Ohio County IN,IN,18115.0,Ohio,Rising Sun,"6,128",223.102,86.14,3.352,1.294,226.454,87.434,38.940527,-84.964299
Orange County IN,IN,18117.0,Orange,Paoli,"19,840","1,031.82",398.387,25.394,9.805,"1,057.21",408.192,38.547381,-86.489257
Owen County IN,IN,18119.0,Owen,Spencer,"21,575",997.893,385.288,6.571,2.537,"1,004.46",387.825,39.317339,-86.838845
Parke County IN,IN,18121.0,Parke,Rockville,"17,339","1,151.67",444.663,13.769,5.316,"1,165.44",449.979,39.77425,-87.19695
Perry County IN,IN,18123.0,Perry,Tell City,"19,338",988.669,381.727,11.818,4.563,"1,000.49",386.29,38.081436,-86.62654
Pike County IN,IN,18125.0,Pike,Petersburg,"12,845",865.674,334.238,17.757,6.856,883.43,341.094,38.397898,-87.232532
Porter County IN,IN,18127.0,Porter,Valparaiso,"164,343","1,083.01",418.153,268.395,103.628,"1,351.41",521.781,41.509922,-87.071308
Posey County IN,IN,18129.0,Posey,Mount Vernon,"25,910","1,060.78",409.571,25.264,9.754,"1,086.05",419.325,38.027614,-87.868653
Pulaski County IN,IN,18131.0,Pulaski,Winamac,"13,402","1,123.15",433.649,2.292,0.885,"1,125.44",434.534,41.045272,-86.692538
Putnam County IN,IN,18133.0,Putnam,Greencastle,"37,963","1,244.56",480.528,5.605,2.164,"1,250.17",482.692,39.665545,-86.853325
Randolph County IN,IN,18135.0,Randolph,Winchester,"26,171","1,171.66",452.379,2.42,0.935,"1,174.08",453.314,40.164414,-85.005004
Ripley County IN,IN,18137.0,Ripley,Versailles,"28,818","1,156.24",446.426,4.238,1.636,"1,160.47",448.062,39.10023,-85.260541
Rush County IN,IN,18139.0,Rush,Rushville,"17,392","1,057.04",408.124,0.872,0.337,"1,057.91",408.461,39.622312,-85.466527
St. Joseph County IN,IN,18141.0,St. Joseph,South Bend,"266,931","1,185.83",457.85,9.156,3.535,"1,194.98",461.385,41.617699,-86.288159
Scott County IN,IN,18143.0,Scott,Scottsburg,"24,181",493.127,190.397,6.089,2.351,499.216,192.748,38.679431,-85.751898
Shelby County IN,IN,18145.0,Shelby,Shelbyville,"44,436","1,064.87",411.147,4.168,1.609,"1,069.03",412.756,39.524135,-85.792174
Spencer County IN,IN,18147.0,Spencer,Rockport,"20,952","1,027.56",396.744,12.127,4.682,"1,039.69",401.426,38.009789,-87.010645
Starke County IN,IN,18149.0,Starke,Knox,"23,363",800.654,309.134,7.955,3.072,808.609,312.206,41.28322,-86.64757
Steuben County IN,IN,18151.0,Steuben,Angola,"34,185",800.149,308.939,35.034,13.527,835.183,322.466,41.643437,-85.002467
Sullivan County IN,IN,18153.0,Sullivan,Sullivan,"21,475","1,158.09",447.142,18.063,6.974,"1,176.16",454.116,39.089225,-87.415843
Switzerland County IN,IN,18155.0,Switzerland,Vevay,"10,613",571.436,220.633,7.267,2.806,578.704,223.439,38.825846,-85.029679
Tippecanoe County IN,IN,18157.0,Tippecanoe,Lafayette,"172,780","1,294.49",499.806,8.903,3.437,"1,303.39",503.243,40.38926,-86.893943
Tipton County IN,IN,18159.0,Tipton,Tipton,"15,936",674.798,260.541,0.068,0.026,674.866,260.567,40.310229,-86.056207
Union County IN,IN,18161.0,Union,Liberty,"7,516",417.568,161.224,10.239,3.953,427.807,165.177,39.623111,-84.925152
Vanderburgh County IN,IN,18163.0,Vanderburgh,Evansville,"179,703",604.698,233.475,7.393,2.855,612.091,236.33,38.02007,-87.586166
Vermillion County IN,IN,18165.0,Vermillion,Newport,"16,212",665.312,256.878,7.905,3.052,673.217,259.93,39.854045,-87.462071
Vigo County IN,IN,18167.0,Vigo,Terre Haute,"107,848","1,044.58",403.313,18.487,7.138,"1,063.06",410.451,39.429143,-87.390375
Wabash County IN,IN,18169.0,Wabash,Wabash,"32,888","1,068.20",412.434,22.122,8.541,"1,090.32",420.975,40.843717,-85.795175
Warren County IN,IN,18171.0,Warren,Williamsport,"8,508",944.521,364.681,4.466,1.724,948.987,366.405,40.352658,-87.375847
Warrick County IN,IN,18173.0,Warrick,Boonville,"59,689",996.667,384.815,16.156,6.238,"1,012.82",391.053,38.097764,-87.272023
Washington County IN,IN,18175.0,Washington,Salem,"28,262","1,330.54",513.725,7.444,2.874,"1,337.99",516.599,38.600613,-86.104751
Wayne County IN,IN,18177.0,Wayne,Richmond,"68,917","1,040.50",401.74,6.737,2.601,"1,047.24",404.341,39.863091,-85.006735
Wells County IN,IN,18179.0,Wells,Bluffton,"27,636",953.341,368.087,5.596,2.161,958.938,370.248,40.735273,-85.212974
White County IN,IN,18181.0,White,Monticello,"24,643","1,308.27",505.125,9.206,3.555,"1,317.47",508.68,40.75095,-86.864293
Whitley County IN,IN,18183.0,Whitley,Columbia City,"33,292",869.121,335.569,6.073,2.345,875.194,337.914,41.136426,-85.501892
Adair County IA,IA,19001.0,Adair,Greenfield,"7,682","1,474.40",569.271,2.598,1.003,"1,477.00",570.274,41.328528,-94.478164
Adams County IA,IA,19003.0,Adams,Corning,"4,029","1,096.70",423.439,5.353,2.067,"1,102.05",425.506,41.021656,-94.696906
Allamakee County IA,IA,19005.0,Allamakee,Waukon,"14,330","1,655.21",639.082,50.995,19.689,"1,706.21",658.771,43.274964,-91.382751
Appanoose County IA,IA,19007.0,Appanoose,Centerville,"12,887","1,287.98",497.292,49.084,18.951,"1,337.07",516.243,40.744683,-92.870345
Audubon County IA,IA,19009.0,Audubon,Audubon,"6,119","1,147.26",442.961,1.152,0.445,"1,148.42",443.406,41.679178,-94.904312
Benton County IA,IA,19011.0,Benton,Vinton,"26,076","1,855.12",716.265,5.761,2.224,"1,860.88",718.489,42.092547,-92.05763
Black Hawk County IA,IA,19013.0,Black Hawk,Waterloo,"131,090","1,465.33",565.769,17.9,6.911,"1,483.23",572.68,42.472888,-92.306059
Boone County IA,IA,19015.0,Boone,Boone,"26,306","1,480.36",571.569,5.365,2.071,"1,485.72",573.64,42.038601,-93.939138
Bremer County IA,IA,19017.0,Bremer,Waverly,"24,276","1,127.88",435.477,10.172,3.927,"1,138.05",439.404,42.78089,-92.327586
Buchanan County IA,IA,19019.0,Buchanan,Independence,"20,958","1,478.94",571.02,5.428,2.096,"1,484.36",573.116,42.470328,-91.838666
